#,id,typ,icrs_ra_h,icrs_ra_m,icrs_ra_s,icrs_dec_d,icrs_dec_m,icrs_dec_s,fk5_ra_h,fk5_ra_m,fk5_ra_s,fk5_dec_d,fk5_dec_m,fk5_dec_s,fk4_ra_h,fk4_ra_m,fk4_ra_s,fk4_dec_d,fk4_dec_m,fk4_dec_s,gal_ra,gal_dec,pm_ra,pm_dec,plx,Umag,Bmag,Vmag,Rmag,Gmag,Imag,spec.type
8064,HD 186219,*,19,49,25.3029107256,-72,30,12.161245572,19,49,25.3042128277,-72,30,12.139389395,19,43,41.1997165701,-72,37,42.386227398,322.5973978832358,-30.1234364914435,7.347,15.373,23.57,~,5.628,5.392,~,5.346,~,A4IV
8065,* eps Pav,PM*,20,00,35.5555788,-72,54,37.819779,20,00,35.5566446,-72,54,37.798001,19,54,50.7132103,-73,02,43.749922,322.0192537102,-30.9023001204,81.78,-132.16,31.04,~,3.927,3.940,~,3.864,~,A0Va
8066,HD 195402,PM*,20,35,51.7198897368,-69,36,38.100685104,20,35,51.7204409062,-69,36,38.079489806,20,30,55.9762830452,-69,46,57.890877055,325.1924266951171,-34.3229121480691,30.562,-44.060,5.15,~,7.373,6.084,~,5.693,~,K2III
8067,* sig Pav,HB*,20,49,18.1715144640,-68,46,35.476061304,20,49,18.1718958185,-68,46,35.455221224,20,44,35.9471457011,-68,57,40.394217302,325.7690139494962,-35.7000182898841,-64.120,-49.688,10.13,~,6.545,5.407,~,5.103,~,K0III
8068,* gam Pav,PM*,21,26,26.6049826473,-65,21,58.313057521,21,26,26.6050631966,-65,21,58.293566954,21,22,20.1383369360,-65,35,38.490846865,328.1565869129867,-40.2921915113653,80.815,800.573,108.01,4.57,4.70,4.22,3.75,4.089,3.45,F9VFe-1.4CH-0.7
8069,HD 205417,*,21,38,02.8482682512,-64,49,27.002683956,21,38,02.8482460829,-64,49,26.983721778,21,34,04.8489734183,-65,02,57.740132391,328.0974774351492,-41.6277850335391,31.730,-9.520,6.59,~,6.231,6.206,~,6.210,~,A0/1IV
8070,HD 207229,HB*,21,50,00.1239333072,-64,42,45.135802476,21,50,00.1237815277,-64,42,45.117435459,21,46,08.9339947691,-64,56,44.224562145,327.4021353798192,-42.7982660543988,-0.736,-37.544,9.59,~,6.629,5.620,~,5.360,~,K0III
8071,HD 207964,**,21,55,11.39417,-61,53,11.7947,21,55,11.39416,-61,53,11.7766,21,51,31.31286,-62,07,20.5473,330.39197747,-44.71215877,44.50,-91.07,21.52,~,6.37,5.96,~,5.805,~,F0(V)+F5(V)
8072,* kap02 Ind,PM*,22,05,51.0160103016,-59,38,09.859707528,22,05,51.0160422885,-59,38,09.842206248,22,02,21.3340863380,-59,52,44.217506952,332.2586781359522,-46.9630687874268,56.620,-53.512,7.09,~,7.077,5.607,~,5.103,~,K4III
8073,HD 211726,*,22,20,36.2737618752,-57,30,35.214946308,22,20,36.2737984965,-57,30,35.198326294,22,17,17.3318735025,-57,45,41.433942442,333.4700699095243,-49.7139778706362,25.651,-8.233,4.34,~,7.807,6.396,~,5.938,~,K3/4III
8074,HD 212330,SB*,22,24,56.3686693520,-57,47,50.841196599,22,24,56.3686563248,-57,47,50.824848764,22,21,38.1098153664,-58,02,47.782301277,332.6016568498901,-50.0391941448937,129.658,-352.425,49.16,6.09,5.96,5.31,4.79,5.153,4.40,G2IV-V
8075,HD 215504,PM*,22,46,28.2929260296,-49,41,08.842262136,22,46,28.2931943890,-49,41,08.827350948,22,43,28.6346704767,-49,56,44.333769451,341.1333632100233,-57.1397345139974,85.942,-275.378,4.98,~,7.62,6.48,~,6.155,~,K1III
8076,HD 215405,*,22,45,40.7845777776,-46,32,50.367080508,22,45,40.7849811358,-46,32,50.352114080,22,42,44.1514254765,-46,48,37.847127564,346.3948415636066,-58.5670639528783,-30.937,-13.881,4.09,8.26,6.83,5.51,~,5.104,~,K2III
8077,* tau01 Gru,PM*,22,53,37.9323502176,-48,35,53.823928380,22,53,37.9326313052,-48,35,53.809524762,22,50,40.8434318500,-48,51,48.659697540,341.6934974128399,-58.7099084474687,217.943,-81.013,30.19,6.85,6.66,6.04,~,5.887,~,G0V
8078,HD 115331,*,13,17,13.9311522000,-43,58,46.194632364,13,17,13.9340806609,-43,58,46.196640653,13,14,19.3647400966,-43,42,57.942075952,307.8249355007988,+18.6470511464474,-6.993,-1.369,17.21,~,6.012,5.803,~,5.801,~,A2mA4-A9/F0
8079,HD 115912,PM*,13,20,57.7004466240,-46,52,48.027849132,13,20,57.7035266517,-46,52,48.029502589,13,18,00.1529895802,-46,37,06.249207565,308.1650995647112,+15.6915283086041,-73.364,20.623,8.98,~,6.861,5.742,~,5.452,~,K1III
8080,HD 116197,**,13,22,52.51410,-47,56,35.5871,13,22,52.51724,-47,56,35.5886,13,19,53.03358,-47,40,55.6279,308.36330915,+14.59671949,17.48,0.16,3.30,~,6.437,6.241,~,~,~,A4V
8081,HD 116226,*,13,23,02.5993874832,-48,33,46.042468740,13,23,02.6025630074,-48,33,46.043923948,13,20,02.6418239130,-48,18,06.163785212,308.3114477021657,+13.9785567167103,-10.067,-3.207,2.03,5.84,6.272,6.360,~,6.348,~,B5V
8082,NGC 5139,GlC,13,26,47.28,-47,28,46.1,13,26,47.28,-47,28,46.1,13,23,47.16,-47,13,11.9,309.10202,+14.96833,-3.24,-6.73,0.14,~,6.12,5.33,~,~,~,~
8083,HD 117919,**,13,34,28.9569448224,-48,16,19.782081552,13,34,28.9601069798,-48,16,19.782445617,13,31,25.8837450710,-48,00,58.211762628,310.2901258091150,+13.9836467121123,-24.075,-7.992,0.98,~,6.267,6.319,~,6.357,~,B8III
8084,HD 116836,**,13,27,06.3858489,-49,08,37.354857,13,27,06.3890602,-49,08,37.355925,13,24,04.6445943,-48,53,03.648443,308.9129751746,+13.3133716197,-15.67,-5.99,2.29,~,6.31,6.31,~,6.282,~,A0III/IV
8085,HD 116862,*,13,27,20.6557029840,-49,22,52.649250132,13,27,20.6589285926,-49,22,52.650295371,13,24,18.5555051932,-49,07,19.439980390,308.9177334535912,+13.0726867515484,-6.055,-3.518,1.54,~,6.126,6.257,~,6.247,~,B3III/IV
8086,V* V744 Cen,LP*,13,39,59.8066660,-49,56,59.839473,13,39,59.8099281,-49,56,59.839311,13,36,53.6023791,-49,41,49.338421,310.8887892932,+12.1700975338,-100.11,18.74,6.35,8.65,7.50,6.00,~,3.817,~,M6III
8087,* K Cen,*,13,29,25.2542678376,-51,09,54.473494356,13,29,25.2576052640,-51,09,54.474341508,13,26,20.5899926954,-50,54,24.382006915,308.9868655927201,+11.2595213860865,-1.823,-7.517,7.12,~,5.081,5.030,~,5.012,~,A1V
8088,HD 119193,V*,13,42,54.6335904000,-50,47,24.844966620,13,42,54.6369047439,-50,47,24.844526047,13,39,46.0251563054,-50,32,17.960839385,311.1851468695582,+11.2548306401041,-8.569,-15.574,3.12,~,8.073,6.410,~,5.663,~,M0III
8089,V* V827 Cen,a2*,13,44,16.0025041176,-51,00,44.822666448,13,44,16.0058324377,-51,00,44.822096428,13,41,06.7848327987,-50,45,40.301383232,311.3521069024686,+10.9935663005769,-28.578,-19.217,7.44,~,6.323,6.440,~,6.422,~,ApSiCr
8090,* eps Cen,bC*,13,39,53.25774,-53,27,59.0081,13,39,53.26123,-53,27,59.0080,13,36,42.24407,-53,12,46.6917,310.19192260,+08.72102498,-15.30,-11.72,7.63,1.16,2.08,2.30,2.45,~,2.70,B1III
8091,* N Cen,*,13,52,04.8623039016,-52,48,41.506341048,13,52,04.8657497887,-52,48,41.505025660,13,48,50.6698483039,-52,33,51.841246254,312.1409306558637,+08.9725002271104,-38.997,-26.863,10.74,~,5.161,5.257,~,5.245,~,B8V
8092,HD 120908,*,13,53,43.0934737824,-53,22,23.956349160,13,53,43.0969583700,-53,22,23.954877774,13,50,27.3702892882,-53,07,38.027017832,312.2468230407259,+08.3682960505343,-14.936,-18.372,3.51,5.47,5.860,5.873,~,5.841,~,B4III
8093,HD 119727,*,13,46,14.4944012784,-54,41,00.121906896,13,46,14.4979857730,-54,41,00.121148407,13,42,59.5151910880,-54,25,58.968172885,310.8672767164891,+07.3418086006466,-29.075,-25.237,9.71,~,6.52,6.42,~,6.424,~,A1V
8094,HD 121384,PM*,13,56,32.9436065448,-54,42,16.783257240,13,56,32.9471873677,-54,42,16.781516302,13,53,14.2491604744,-54,27,26.236233096,312.3222561391917,+06.9756215133852,-39.077,-227.312,24.81,~,6.78,6.01,~,5.788,~,G8VCH+0.3CaIwk
8095,HD 122438,PM*,14,03,26.5063325736,-56,12,48.363935220,14,03,26.5100263609,-56,12,48.361539151,14,00,02.7687541899,-55,58,22.875472432,312.8698423312096,+05.2626956948004,-65.409,-21.900,6.23,~,7.138,5.923,~,5.558,~,K2III
8096,V* V883 Cen,EB*,14,08,56.2530021000,-59,16,36.154960536,14,08,56.2569614812,-59,16,36.152043635,14,05,23.6051050160,-59,02,23.180545605,312.6966862362847,+02.1178017271330,-11.853,-16.344,3.28,5.89,6.352,6.339,~,6.292,~,B3III/V
8097,HD 125158,PM*,14,19,51.5027170776,-61,16,22.705691232,14,19,51.5068616633,-61,16,22.701744639,14,16,10.1484794698,-61,02,32.030472045,313.3522637715419,-00.2029616308262,-165.840,-89.507,21.16,~,5.52,5.23,~,5.181,~,A5/7mA7-F2
8098,Cl Lynga 2,OpC,14,24,21.10,-61,19,21.0,14,24,21.10,-61,19,21.0,14,20,36.56,-61,05,45.8,313.84204,-00.43451,-6.716,-4.696,1.03,~,6.65,6.4,~,~,~,~
8099,HD 129092,**,14,43,28.1337424080,-62,57,59.888378340,14,43,28.1380131886,-62,57,59.882239274,14,39,29.9612016955,-62,45,15.374773736,315.2706348182438,-02.8103618135019,-5.562,-13.272,1.14,~,6.312,6.408,~,6.513,~,B3IV
8100,* 26 Cir,cC*,14,52,35.2587595008,-63,48,35.356730796,14,52,35.2630976478,-63,48,35.349761135,14,48,29.9281971145,-63,36,17.289702872,315.8253270057118,-04.0131973680104,-7.194,-9.419,1.96,~,6.66,5.96,~,5.658,4.993,F8II
8101,HD 129422,PM*,14,45,17.3365585320,-62,52,32.337803676,14,45,17.3408121513,-62,52,32.331498010,14,41,18.1619463162,-62,39,49.575709331,315.4970876904693,-02.8151715980861,70.270,-81.116,20.43,~,5.644,5.360,~,5.282,~,A9III/IV
8102,* alf Cir,a2*,14,42,30.4195804,-64,58,30.493451,14,42,30.4241101,-64,58,30.487400,14,38,26.3799904,-64,45,32.139259,314.3348678125,-04.5917260189,-192.53,-233.51,60.35,3.55,3.43,3.19,2.96,3.017,2.86,A7VpSrCrEu
8103,* eta Cir,PM*,15,04,48.1875657792,-64,01,52.864144968,15,04,48.1918767361,-64,01,52.856080161,15,00,35.8994151851,-63,50,12.710102665,316.9088350002891,-04.8403111664248,103.058,8.499,11.76,~,6.106,5.168,~,4.901,~,G8III
8104,* zet Cir,Pu*,14,54,42.5860330320,-65,59,27.977958456,14,54,42.5906544766,-65,59,27.970797033,14,50,26.7782375396,-65,47,16.021931532,315.0319893464605,-06.0587015780517,-9.071,-8.227,2.33,~,6.03,6.09,~,6.054,~,B2/3Vn
8105,HD 133456,V*,15,07,56.7625704600,-65,16,31.623254292,15,07,56.7670258942,-65,16,31.614911296,15,03,38.2005953164,-65,05,00.532230924,316.5816020688962,-06.0872089667868,8.820,-5.232,5.23,~,7.639,6.166,~,5.638,~,K3III
8106,* eps TrA,PM*,15,36,43.2222326,-66,19,01.333399,15,36,43.2266510,-66,19,01.322589,15,32,07.0866087,-66,09,03.674497,318.4898887266,-08.5747743505,24.35,-54.47,16.17,~,5.270,4.104,~,3.675,~,K1/2III
8107,HD 133683,*,15,09,29.9144273352,-67,05,02.885225784,15,09,29.9191351423,-67,05,02.876745945,15,05,01.4398948866,-66,53,36.553453761,315.7968500159705,-07.7270229552382,-3.571,-3.474,0.92,6.83,6.424,5.757,7.00,5.572,~,F5Ib
8108,HD 135737,**,15,20,40.55057,-67,28,53.4943,15,20,40.55527,-67,28,53.4849,15,16,04.63186,-67,18,03.0701,316.51135951,-08.63364013,-5.93,-10.19,3.26,~,6.214,6.318,~,~,~,B2V
8109,V* R TrA,cC*,15,19,45.7128267840,-66,29,45.743160624,15,19,45.7173844114,-66,29,45.733786241,15,15,15.8520192169,-66,18,52.548279136,316.9768451041153,-07.7579181776346,-5.321,-8.228,1.54,7.29,6.96,6.39,~,6.470,5.844,F7Ib/II
8110,HD 136672,PM*,15,26,14.7238174992,-68,18,32.999797764,15,26,14.7286123012,-68,18,32.989867856,15,21,29.9075038392,-68,08,02.002484341,316.4875386637972,-09.6128547588649,123.659,9.275,9.97,~,6.896,5.892,~,5.617,~,G8/K0III
8111,* kap TrA,*,15,55,29.5996908168,-68,36,10.803406644,15,55,29.6042930582,-68,36,10.791075791,15,50,31.4148962515,-68,27,22.890142838,318.4687223354134,-11.4820634280150,-8.966,-6.343,2.95,~,6.202,5.097,~,4.796,~,G5Ib-II
8112,* zet TrA,SB*,16,28,28.1422653048,-70,05,03.824909916,16,28,28.1467585294,-70,05,03.810114494,16,23,03.8155038518,-69,58,28.441988808,319.5307984394129,-14.5737047174649,200.742,109.341,82.87,~,5.446,4.899,~,4.744,~,F9V
8113,HD 148488,*,16,34,19.3461786576,-70,59,17.167996932,16,34,19.3507505222,-70,59,17.152794622,16,28,46.5645224786,-70,52,59.148185946,319.1555649744042,-15.5344385421920,-15.427,-11.056,3.26,~,6.737,5.489,~,5.186,~,K0.5IIbCN1
8114,HD 152010,*,16,57,01.0484962944,-71,06,41.921234316,16,57,01.0527817417,-71,06,41.904550482,16,51,20.4572486081,-71,01,56.048647575,320.2276722986766,-17.0670392077746,-8.941,-36.107,3.24,~,6.70,6.48,~,6.420,~,A5IV/V
8115,HD 154556,PM*,17,12,19.9342187184,-70,43,15.896336232,17,12,19.9382256141,-70,43,15.878744206,17,06,39.5408142560,-70,39,32.747778285,321.2936343125613,-17.8947472121312,49.060,-78.104,14.34,~,7.286,6.214,~,5.921,~,K1IVCNIII
8116,* iot Aps,**,17,22,05.8756445976,-70,07,23.542561992,17,22,05.8794304887,-70,07,23.524431603,17,16,30.4104201751,-70,04,25.800904813,322.2750447665595,-18.2899891604774,-1.881,-11.363,3.19,~,5.33,5.39,~,5.332,~,B8/9V(n)
8117,* zet Pav,PM*,18,43,02.1352809,-71,25,41.206465,18,43,02.1378443,-71,25,41.185216,18,37,12.2180509,-71,28,27.840465,323.4831401674,-24.9513531311,0.81,-158.15,14.93,~,5.138,4.003,~,3.566,~,K0III
8118,HD 188097,PM*,19,58,41.2906918272,-69,09,50.240341692,19,58,41.2918778864,-69,09,50.218546300,19,53,32.7791636126,-69,17,51.659179993,326.3839607864692,-31.1799089980470,68.698,-100.182,14.43,~,5.954,5.724,~,5.702,~,A1mA5-F2
8119,HD 188164,SB*,19,58,52.9850408208,-68,45,45.297814464,19,58,52.9862307483,-68,45,45.276020733,19,53,48.0621392229,-68,53,48.925439939,326.8494956088426,-31.2334256778861,35.999,-73.393,10.06,~,6.529,6.374,~,6.349,~,A6VkA2mA3
8120,HD 189567,PM*,20,05,32.7654888837,-67,19,15.226124354,20,05,32.7666014496,-67,19,15.204396895,20,00,33.8094833293,-67,27,14.034099802,328.4656905384683,-31.9895108928427,845.252,-674.213,55.77,6.79,6.71,6.07,~,5.915,~,G2V
8121,* bet Pav,*,20,44,57.4939895,-66,12,11.570756,20,44,57.4945675,-66,12,11.549793,20,40,28.6356360,-66,23,05.528380,328.9625388706,-36.0085685397,-42.67,9.94,24.14,~,3.577,3.408,~,3.287,~,A7III
8122,* ups Pav,*,20,41,57.0765328248,-66,45,38.450579292,20,41,57.0771280110,-66,45,38.429535960,20,37,23.3330482402,-66,56,20.570117940,328.3884928386621,-35.5796879567704,9.098,-23.224,4.10,~,5.068,5.134,~,5.113,~,B9III
8123,HD 200751,*,21,08,32.6953622856,-63,55,41.734434612,21,08,32.6957449906,-63,55,41.714227432,21,04,24.7192693424,-64,07,50.526254666,330.8092271688856,-39.0408989444845,-5.794,3.247,5.98,~,6.939,5.750,~,5.398,~,K0III
8124,HD 202299,V*,21,18,00.4896109800,-64,40,53.689311300,21,18,00.4898379948,-64,40,53.669467918,21,13,53.4276705387,-64,53,28.702254304,329.4352801013280,-39.7422998913973,17.474,-28.819,5.95,~,6.249,6.313,~,6.314,~,B8V
8125,* kap01 Ind,EB*,21,58,30.0792344784,-59,00,43.723465560,21,58,30.0793661381,-59,00,43.705552169,21,54,58.9932726005,-59,15,06.223035848,333.7183011731318,-46.4474134515387,4.957,30.208,19.44,~,6.607,6.141,~,6.025,~,F5V
8126,HD 208796,*,22,00,24.2480912400,-55,53,00.552720408,22,00,24.2483666529,-55,53,00.534911972,21,57,00.2920552478,-56,07,25.175113742,337.6749514395880,-48.0744330957626,24.736,-14.481,5.22,~,5.938,6.004,~,6.007,~,B9IV/V
8127,* eps Ind,PM*,22,03,21.6536261624,-56,47,09.522795714,22,03,21.6538348312,-56,47,09.505152799,21,59,33.0564226331,-56,59,33.569784938,336.1926307305795,-48.0448608239800,3966.661,-2536.192,274.84,~,5.75,4.69,~,4.323,~,K5V
8128,* del Ind,**,21,57,55.0735349,-54,59,33.274025,21,57,55.0738697,-54,59,33.256080,21,54,31.7696873,-55,13,52.889913,339.1078138629,-48.1227175479,41.94,-3.93,17.34,~,4.68,4.40,~,4.251,~,F0IV
8129,HD 211415,PM*,22,18,15.6133953371,-53,37,37.466806476,22,18,15.6136491201,-53,37,37.450041737,22,14,59.6287736633,-53,52,08.186037834,339.0111304960618,-51.3871891160612,441.230,-629.750,71.09,~,5.98,5.39,6.52,5.231,~,G0V
8130,V* S Gru,Mi*,22,26,05.4746030880,-48,26,18.747922776,22,26,05.4750299194,-48,26,18.731648246,22,23,00.9496066035,-48,41,35.297200637,345.8847389474381,-54.7671982066161,24.381,-5.106,1.79,7.72,7.35,6.00,8.89,7.884,~,M8(III)e
8131,* bet Gru,LP?,22,42,40.05027,-46,53,04.4752,22,42,40.05067,-46,53,04.4600,22,39,41.43886,-47,08,48.0360,346.26692105,-57.95405404,135.16,-4.38,18.43,5.33,3.73,2.11,0.20,~,-1.57,M4.5III
8132,HD 214953,PM*,22,42,36.8833459086,-47,12,38.925760753,22,42,36.8837374070,-47,12,38.910582182,22,39,38.6083120209,-47,28,06.080189477,345.7273947185163,-57.7984766614859,7.248,-331.194,41.98,6.64,6.67,6.06,7.11,5.869,~,F9.5V
8133,HD 214987,V*,22,42,43.0816800432,-44,14,52.882380132,22,42,43.0821827123,-44,14,52.867208667,22,39,47.1220375832,-44,30,38.377269970,350.8455809645956,-59.0654456994736,33.404,32.203,3.89,~,7.044,6.067,~,5.824,~,K0III
8134,HD 118354,*,13,37,23.4760845096,-46,25,40.432277640,13,37,23.4791445465,-46,25,40.432364009,13,34,21.4391126270,-46,10,23.552510367,311.1307205002646,+15.7110117405179,-27.437,-16.521,7.00,~,5.787,5.889,~,5.887,~,B8V
8135,HD 119938,PM*,13,47,27.6376234800,-50,14,57.434503632,13,47,27.6409027129,-50,14,57.433628831,13,44,17.9113958762,-50,00,00.668908181,312.0228961592703,+11.6309706138106,59.415,13.363,15.55,~,6.179,5.910,~,5.863,~,A3mA5-F0
8136,HD 119971,PM*,13,47,38.5389693936,-50,19,14.478304008,13,47,38.5422530193,-50,19,14.477411874,13,44,29.7071408085,-50,04,17.399132564,312.0357446202783,+11.5549307943276,-141.153,-0.621,5.31,~,6.791,5.446,~,4.966,~,K2III
8137,HD 121190,Pu*,13,55,12.1422664176,-52,09,38.957327676,13,55,12.1456659935,-52,09,38.955714939,13,51,57.8053794324,-51,54,55.967541920,312.7674323495544,+09.4890311359983,-29.124,-21.546,8.32,5.33,5.63,5.71,~,5.649,~,B9V
8138,HD 121853,HB*,13,59,17.4840079152,-50,22,10.732150956,13,59,17.4872886775,-50,22,10.730149146,13,56,04.0993623401,-50,07,36.619842444,313.8621601276934,+11.0565184139449,29.861,-17.268,8.32,~,6.876,5.927,~,5.670,~,G8/K0III
8139,* M Cen,SB*,13,46,39.3777663,-51,25,57.953282,13,46,39.3811213,-51,25,57.952484,13,43,28.6383951,-51,10,57.559062,311.6338052180,+10.5036146736,10.00,-27.62,12.42,~,5.586,4.632,~,4.333,~,G8/K0III
8140,HD 123569,PM*,14,09,54.8142372672,-53,26,20.204852820,14,09,54.8177123084,-53,26,20.201843589,14,06,34.2357875639,-53,12,06.019985678,314.5743155142731,+07.6495717062458,-145.136,-91.064,18.23,~,5.675,4.736,~,4.483,~,G9-III
8141,HD 124454,*,14,15,21.3092796696,-53,30,35.792014356,14,15,21.3127527756,-53,30,35.788491407,14,11,58.1015690416,-53,16,38.700563628,315.3280491030790,+07.3299696120408,-17.746,-5.299,3.87,~,7.967,6.395,~,5.795,~,K3III
8142,V* V992 Cen,EB*,14,05,46.4763078960,-54,40,09.707602800,14,05,46.4798777865,-54,40,09.704985464,14,02,24.6470448246,-54,25,49.288634197,313.6251154459470,+06.6516834324771,-53.620,-25.582,7.81,~,6.433,6.204,~,6.155,~,A5III/IV
8143,HD 124147,*,14,13,16.4105180328,-53,39,56.373144012,14,13,16.4140050638,-53,39,56.369817364,14,09,53.5815535095,-53,25,54.001850018,314.9828836838618,+07.2803691480799,-12.781,-11.434,2.21,~,6.966,5.575,~,4.929,~,K5III
8144,V* V716 Cen,EB*,14,13,39.8236757256,-54,37,32.261966328,14,13,39.8272326473,-54,37,32.258602860,14,10,15.1410848138,-54,23,30.769083517,314.7339273532872,+06.3510143809710,-19.120,-11.636,3.94,~,6.13,6.09,~,6.093,~,B5V
8145,* v Cen,*,14,20,19.5426210,-56,23,11.389952,14,20,19.5463054,-56,23,11.385962,14,16,48.9350585,-56,09,26.194014,315.0529509779,+04.3789962894,-9.64,-7.46,2.66,4.04,4.47,4.35,4.20,4.198,4.06,B5Ib/II
8146,HD 124367,Be*,14,14,57.1383087504,-57,05,10.049405532,14,14,57.1420604106,-57,05,10.045920549,14,11,27.0888605277,-56,51,11.067853248,314.1250839293889,+03.9595596857443,-24.007,-20.736,7.60,4.36,4.99,5.07,~,5.011,~,B4Vne
8147,NGC 5662,OpC,14,34,56.2,-56,38,24,14,34,56.2,-56,38,24,14,31,19.8,-56,25,17,316.8422,+03.4105,-6.427,-7.243,1.29,~,6.18,5.5,~,~,~,~
8148,HD 126610,*,14,28,43.4962976640,-59,11,51.166224888,14,28,43.5002122498,-59,11,51.161448777,14,25,03.0453585194,-58,58,27.206562093,315.1107918327223,+01.3542677267299,-6.611,-6.893,1.29,~,6.563,6.469,~,6.424,~,A0II/III
8149,HD 128917,PM*,14,41,55.9801342152,-58,36,56.993358312,14,41,55.9839606634,-58,36,56.987360138,14,38,11.7963222749,-58,24,07.142189695,316.9081409483771,+01.2250593221684,42.557,-40.028,22.30,~,6.647,6.204,~,6.108,~,F5V
8150,HD 129462,RG*,14,44,55.4760417024,-58,28,38.979942384,14,44,55.4798470052,-58,28,38.973670037,14,41,11.3926296396,-58,15,57.459746814,317.3205870047370,+01.1876550035081,-83.789,-43.427,8.27,~,7.122,6.098,~,5.828,~,K0III
8151,HD 127724,*,14,35,17.0436297504,-60,00,56.311465968,14,35,17.0476069599,-60,00,56.306080744,14,31,31.9083979892,-59,47,48.756318984,315.5694884644721,+00.2832632040181,-27.261,-26.309,5.53,~,7.651,6.384,~,6.015,~,K2III
8152,* alf Cen A,SB*,14,39,36.49400,-60,50,02.3737,14,39,36.49805,-60,50,02.3679,14,36,11.98115,-60,37,32.5806,315.73417134,-00.67965625,-3679.25,473.67,743,0.96,0.72,0.01,~,~,~,G2V
8153,* alf Cen,**,14,39,29.71993,-60,49,55.9990,14,39,29.72398,-60,49,55.9932,14,36,04.76507,-60,37,36.4825,315.72230639,-00.67247305,-3608,686,742,~,0.4,-0.1,~,~,~,G2V+K1V
8154,* alf Cen B,PM*,14,39,35.06311,-60,50,15.0992,14,39,35.06716,-60,50,15.0935,14,36,10.09945,-60,38,01.6746,315.73008383,-00.68171325,-3614.39,802.98,743,2.89,2.21,1.33,~,~,~,K1V
8155,HD 131342,PM*,14,55,34.5596629392,-60,06,50.995267884,14,55,34.5635850358,-60,06,50.988028362,14,51,42.0508352574,-59,54,37.003715686,317.8191548179468,-00.8805322781662,-126.026,-113.277,18.85,~,6.347,5.180,~,4.833,~,K2III
8156,HD 134060,PM*,15,10,44.7430146168,-61,25,20.360681976,15,10,44.7470044334,-61,25,20.352092494,15,06,42.6240969353,-61,13,58.337930130,318.8070033051960,-02.9211236055030,-185.606,-12.142,41.62,~,6.91,6.285,6.16,6.149,8.68,G0VFe+0.4
8157,HD 134468,*,15,13,01.0209623064,-61,44,37.596772464,15,13,01.0249746819,-61,44,37.587983953,15,08,55.6127878329,-61,33,23.001338045,318.8743194886833,-03.3356482705035,-4.496,-7.550,0.99,~,8.126,6.269,~,5.439,~,K4Ib
8158,HD 131491,**,14,56,38.3389085,-62,21,51.900928,14,56,38.3430602,-62,21,51.893593,14,52,36.8901511,-62,09,46.330067,316.8949519555,-02.9364619429,-7.92,-3.89,1.78,~,6.331,6.391,~,6.347,~,B4III
8159,* tet Cir,Be*,14,56,43.9873836,-62,46,51.657921,14,56,43.9915820,-62,46,51.650577,14,52,40.9635908,-62,34,45.941156,316.7113116710,-03.3106929938,-11.70,-11.69,2.16,4.34,5.11,5.11,4.87,6.300,4.79,B2III
8160,HD 133792,*,15,09,25.5217838448,-63,38,34.549433448,15,09,25.5260250714,-63,38,34.540960054,15,05,13.8647900801,-63,27,07.597656275,317.5463634150172,-04.7575045142436,-10.181,-20.373,5.52,~,6.298,6.247,~,6.228,~,ApSrCrEu
8161,* eps Cir,*,15,17,38.8930691376,-63,36,37.683132408,15,17,38.8972639186,-63,36,37.673940772,15,13,24.0374547881,-63,25,38.795672916,318.3467213378611,-05.2037629200296,3.209,9.344,7.58,~,6.101,4.849,~,4.472,~,K2III
8162,V* LX TrA,LP*,15,27,33.0785673096,-64,31,53.399458920,15,27,33.0828152609,-64,31,53.389418066,15,23,10.2847902142,-64,21,26.032613896,318.7492390283528,-06.5673656881623,-14.518,-20.516,4.93,~,7.349,5.706,~,4.979,~,K5/M0III
8163,HD 139471,*,15,42,01.7678674272,-64,10,49.030016592,15,42,01.7719802724,-64,10,49.018768361,15,37,35.3340320524,-64,01,13.092290486,320.2346888810249,-07.2010483878210,-1.854,-3.107,1.19,~,8.00,6.47,~,6.012,~,K2/3II
8164,CD-65 2007,**,15,47,53.05292,-65,26,32.2086,15,47,53.05714,-65,26,32.1968,15,43,18.13815,-65,17,15.4509,319.94329160,-08.57841475,-29.88,-37.46,8.93,5.86,5.76,5.53,~,~,~,A5
8165,CD-65 2007A,PM*,15,47,53.0562813120,-65,26,32.308289556,15,47,53.0605035948,-65,26,32.296565551,15,43,18.1460360394,-65,17,15.816353775,319.9432786393278,-08.5784399953025,-30.520,-32.155,9.30,~,6.35,6.12,~,6.158,~,A5III/IV
8166,CD-65 2007B,*,15,47,53.2141709520,-65,26,33.710651052,15,47,53.2183932636,-65,26,33.698926835,15,43,18.2961966796,-65,17,17.112820403,319.9432473481706,-08.5789149103717,-29.917,-34.457,8.55,~,6.64,6.40,~,6.366,~,A5III/IV
